Market,Week,Week_Date,Load_Type,Load_Index,Load_ID,Capacity_CBM,Boxes_A,Units_A,CBM_A,Boxes_B,Units_B,CBM_B,Boxes_F,Units_F,CBM_F,Total_Boxes,Total_Units,Used_CBM,Slack_CBM,Boxes_C,Units_C,CBM_C,Boxes_D,Units_D,CBM_D,Boxes_E,Units_E,CBM_E
UK,16,2026-07-27,LCL,1,LCL,,,,,,,,,,,500,1000.0,5.0,0.0,500.0,1000.0,5.0,0.0,0.0,0.0,,,
UK,17,2026-08-03,LCL,1,LCL,,,,,,,,,,,600,1400.0,5.625,0.0,500.0,1000.0,5.0,100.0,400.0,0.625,,,
UK,18,2026-08-10,LCL,1,LCL,,,,,,,,,,,500,1000.0,5.0,0.0,500.0,1000.0,5.0,0.0,0.0,0.0,,,
UK,19,2026-08-17,LCL,1,LCL,,,,,,,,,,,500,1000.0,5.0,0.0,500.0,1000.0,5.0,0.0,0.0,0.0,,,
UK,20,2026-08-24,LCL,1,LCL,,,,,,,,,,,475,1150.0,4.375,0.0,375.0,750.0,3.75,100.0,400.0,0.625,,,
UK,21,2026-08-31,LCL,1,LCL,,,,,,,,,,,375,750.0,3.75,0.0,375.0,750.0,3.75,0.0,0.0,0.0,,,
UK,22,2026-09-07,LCL,1,LCL,,,,,,,,,,,475,1150.0,4.375,0.0,375.0,750.0,3.75,100.0,400.0,0.625,,,
UK,23,2026-09-14,LCL,1,LCL,,,,,,,,,,,375,750.0,3.75,0.0,375.0,750.0,3.75,0.0,0.0,0.0,,,
UK,24,2026-09-21,LCL,1,LCL,,,,,,,,,,,390,960.0,3.5625,0.0,300.0,600.0,3.0,90.0,360.0,0.5625,,,
UK,25,2026-09-28,LCL,1,LCL,,,,,,,,,,,390,960.0,3.5625,0.0,300.0,600.0,3.0,90.0,360.0,0.5625,,,
UK,26,2026-10-05,LCL,1,LCL,,,,,,,,,,,390,960.0,3.5625,0.0,300.0,600.0,3.0,90.0,360.0,0.5625,,,
UK,27,2026-10-12,LCL,1,LCL,,,,,,,,,,,390,960.0,3.5625,0.0,300.0,600.0,3.0,90.0,360.0,0.5625,,,
UK,28,2026-10-19,LCL,1,LCL,,,,,,,,,,,390,960.0,3.5625,0.0,300.0,600.0,3.0,90.0,360.0,0.5625,,,
UK,29,2026-10-26,LCL,1,LCL,,,,,,,,,,,500,1500.0,4.0625,0.0,250.0,500.0,2.5,250.0,1000.0,1.5625,,,
UK,30,2026-11-02,LCL,1,LCL,,,,,,,,,,,500,1500.0,4.0625,0.0,250.0,500.0,2.5,250.0,1000.0,1.5625,,,
UK,31,2026-11-09,LCL,1,LCL,,,,,,,,,,,500,1500.0,4.0625,0.0,250.0,500.0,2.5,250.0,1000.0,1.5625,,,
UK,32,2026-11-16,LCL,1,LCL,,,,,,,,,,,500,1500.0,4.0625,0.0,250.0,500.0,2.5,250.0,1000.0,1.5625,,,
UK,33,2026-11-23,LCL,1,LCL,,,,,,,,,,,1813,4252.0,16.95625,0.0,1500.0,3000.0,15.0,313.0,1252.0,1.95625,,,
UK,34,2026-11-30,LCL,1,LCL,,,,,,,,,,,1813,4252.0,16.95625,0.0,1500.0,3000.0,15.0,313.0,1252.0,1.95625,,,
UK,35,2026-12-07,LCL,1,LCL,,,,,,,,,,,1813,4252.0,16.95625,0.0,1500.0,3000.0,15.0,313.0,1252.0,1.95625,,,
UK,36,2026-12-14,LCL,1,LCL,,,,,,,,,,,1813,4252.0,16.95625,0.0,1500.0,3000.0,15.0,313.0,1252.0,1.95625,,,
AU,2,2026-04-20,LCL,1,LCL,,,,,,,,,,,250,500.0,1.5625,0.0,,,,,,,250.0,500.0,1.5625
AU,3,2026-04-27,LCL,1,LCL,,,,,,,,,,,485,970.0,3.03125,0.0,,,,,,,485.0,970.0,3.03125
AU,7,2026-05-25,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
AU,10,2026-06-15,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
AU,12,2026-06-29,LCL,1,LCL,,,,,,,,,,,350,700.0,2.1875,0.0,,,,,,,350.0,700.0,2.1875
AU,13,2026-07-06,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
AU,14,2026-07-13,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
AU,15,2026-07-20,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
AU,18,2026-08-10,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
AU,21,2026-08-31,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
AU,25,2026-09-28,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
AU,30,2026-11-02,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
AU,34,2026-11-30,LCL,1,LCL,,,,,,,,,,,150,300.0,0.9375,0.0,,,,,,,150.0,300.0,0.9375
