Market,Week,Week_Date,Units_A,Boxes_A,CBM_A,LCL_Boxes_A,LCL_Units_A,LCL_CBM_A,Units_B,Boxes_B,CBM_B,LCL_Boxes_B,LCL_Units_B,LCL_CBM_B,Units_F,Boxes_F,CBM_F,LCL_Boxes_F,LCL_Units_F,LCL_CBM_F,Total_Demand_CBM,n40,n20,LCL_CBM,Coverage_CBM,Slack_CBM,Cost_40,Cost_20,Cost_LCL,Cost,Units_C,Boxes_C,CBM_C,LCL_Boxes_C,LCL_Units_C,LCL_CBM_C,Units_D,Boxes_D,CBM_D,LCL_Boxes_D,LCL_Units_D,LCL_CBM_D,Units_E,Boxes_E,CBM_E,LCL_Boxes_E,LCL_Units_E,LCL_CBM_E
UK,20,2026-08-24,,,,,,,,,,,,,,,,,,,4.375,0,0,4.375,4.375,0.0,0.0,0.0,306.25,306.25,750.0,375.0,3.75,375.0,750.0,3.75,400.0,100.0,0.625,100.0,400.0,0.625,,,,,,
UK,21,2026-08-31,,,,,,,,,,,,,,,,,,,3.75,0,0,3.75,3.75,0.0,0.0,0.0,262.5,262.5,750.0,375.0,3.75,375.0,750.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
UK,22,2026-09-07,,,,,,,,,,,,,,,,,,,4.375,0,0,4.375,4.375,0.0,0.0,0.0,306.25,306.25,750.0,375.0,3.75,375.0,750.0,3.75,400.0,100.0,0.625,100.0,400.0,0.625,,,,,,
UK,23,2026-09-14,,,,,,,,,,,,,,,,,,,3.75,0,0,3.75,3.75,0.0,0.0,0.0,262.5,262.5,750.0,375.0,3.75,375.0,750.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
UK,24,2026-09-21,,,,,,,,,,,,,,,,,,,3.5625,0,0,3.5625,3.5625,0.0,0.0,0.0,249.38,249.38,600.0,300.0,3.0,300.0,600.0,3.0,360.0,90.0,0.5625,90.0,360.0,0.5625,,,,,,
UK,25,2026-09-28,,,,,,,,,,,,,,,,,,,3.5625,0,0,3.5625,3.5625,0.0,0.0,0.0,249.38,249.38,600.0,300.0,3.0,300.0,600.0,3.0,360.0,90.0,0.5625,90.0,360.0,0.5625,,,,,,
UK,26,2026-10-05,,,,,,,,,,,,,,,,,,,3.5625,0,0,3.5625,3.5625,0.0,0.0,0.0,249.38,249.38,600.0,300.0,3.0,300.0,600.0,3.0,360.0,90.0,0.5625,90.0,360.0,0.5625,,,,,,
UK,27,2026-10-12,,,,,,,,,,,,,,,,,,,3.5625,0,0,3.5625,3.5625,0.0,0.0,0.0,249.38,249.38,600.0,300.0,3.0,300.0,600.0,3.0,360.0,90.0,0.5625,90.0,360.0,0.5625,,,,,,
UK,28,2026-10-19,,,,,,,,,,,,,,,,,,,3.5625,0,0,3.5625,3.5625,0.0,0.0,0.0,249.38,249.38,600.0,300.0,3.0,300.0,600.0,3.0,360.0,90.0,0.5625,90.0,360.0,0.5625,,,,,,
UK,29,2026-10-26,,,,,,,,,,,,,,,,,,,4.0625,0,0,4.0625,4.0625,0.0,0.0,0.0,284.38,284.38,500.0,250.0,2.5,250.0,500.0,2.5,1000.0,250.0,1.5625,250.0,1000.0,1.5625,,,,,,
UK,30,2026-11-02,,,,,,,,,,,,,,,,,,,4.0625,0,0,4.0625,4.0625,0.0,0.0,0.0,284.38,284.38,500.0,250.0,2.5,250.0,500.0,2.5,1000.0,250.0,1.5625,250.0,1000.0,1.5625,,,,,,
UK,31,2026-11-09,,,,,,,,,,,,,,,,,,,4.0625,0,0,4.0625,4.0625,0.0,0.0,0.0,284.38,284.38,500.0,250.0,2.5,250.0,500.0,2.5,1000.0,250.0,1.5625,250.0,1000.0,1.5625,,,,,,
UK,32,2026-11-16,,,,,,,,,,,,,,,,,,,4.0625,0,0,4.0625,4.0625,0.0,0.0,0.0,284.38,284.38,500.0,250.0,2.5,250.0,500.0,2.5,1000.0,250.0,1.5625,250.0,1000.0,1.5625,,,,,,
UK,33,2026-11-23,,,,,,,,,,,,,,,,,,,16.95625,0,0,16.95625,16.95625,0.0,0.0,0.0,1186.94,1186.94,3000.0,1500.0,15.0,1500.0,3000.0,15.0,1250.0,313.0,1.95625,313.0,1252.0,1.95625,,,,,,
UK,34,2026-11-30,,,,,,,,,,,,,,,,,,,16.95625,0,0,16.95625,16.95625,0.0,0.0,0.0,1186.94,1186.94,3000.0,1500.0,15.0,1500.0,3000.0,15.0,1250.0,313.0,1.95625,313.0,1252.0,1.95625,,,,,,
UK,35,2026-12-07,,,,,,,,,,,,,,,,,,,16.95625,0,0,16.95625,16.95625,0.0,0.0,0.0,1186.94,1186.94,3000.0,1500.0,15.0,1500.0,3000.0,15.0,1250.0,313.0,1.95625,313.0,1252.0,1.95625,,,,,,
UK,36,2026-12-14,,,,,,,,,,,,,,,,,,,16.95625,0,0,16.95625,16.95625,0.0,0.0,0.0,1186.94,1186.94,3000.0,1500.0,15.0,1500.0,3000.0,15.0,1250.0,313.0,1.95625,313.0,1252.0,1.95625,,,,,,
