Market,Week,Week_Date,Units_A,Boxes_A,CBM_A,LCL_Boxes_A,LCL_Units_A,LCL_CBM_A,Units_B,Boxes_B,CBM_B,LCL_Boxes_B,LCL_Units_B,LCL_CBM_B,Units_F,Boxes_F,CBM_F,LCL_Boxes_F,LCL_Units_F,LCL_CBM_F,Total_Demand_CBM,n40,n20,LCL_CBM,Coverage_CBM,Slack_CBM,Cost_40,Cost_20,Cost_LCL,Cost,Units_C,Boxes_C,CBM_C,LCL_Boxes_C,LCL_Units_C,LCL_CBM_C,Units_D,Boxes_D,CBM_D,LCL_Boxes_D,LCL_Units_D,LCL_CBM_D,Units_E,Boxes_E,CBM_E,LCL_Boxes_E,LCL_Units_E,LCL_CBM_E
AU,17,2026-08-10,,,,,,,,,,,,,,,,,,,0.9375,0,0,0.9375,0.9375,0.0,0.0,0.0,32.81,32.81,,,,,,,,,,,,,300.0,150.0,0.9375,150.0,300.0,0.9375
AU,18,2026-08-17,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,19,2026-08-24,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,20,2026-08-31,,,,,,,,,,,,,,,,,,,0.9375,0,0,0.9375,0.9375,0.0,0.0,0.0,32.81,32.81,,,,,,,,,,,,,300.0,150.0,0.9375,150.0,300.0,0.9375
AU,21,2026-09-07,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,22,2026-09-14,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,23,2026-09-21,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,24,2026-09-28,,,,,,,,,,,,,,,,,,,0.9375,0,0,0.9375,0.9375,0.0,0.0,0.0,32.81,32.81,,,,,,,,,,,,,300.0,150.0,0.9375,150.0,300.0,0.9375
AU,25,2026-10-05,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,26,2026-10-12,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,27,2026-10-19,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,28,2026-10-26,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,29,2026-11-02,,,,,,,,,,,,,,,,,,,0.9375,0,0,0.9375,0.9375,0.0,0.0,0.0,32.81,32.81,,,,,,,,,,,,,300.0,150.0,0.9375,150.0,300.0,0.9375
AU,30,2026-11-09,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,31,2026-11-16,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,32,2026-11-23,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,33,2026-11-30,,,,,,,,,,,,,,,,,,,0.9375,0,0,0.9375,0.9375,0.0,0.0,0.0,32.81,32.81,,,,,,,,,,,,,300.0,150.0,0.9375,150.0,300.0,0.9375
AU,34,2026-12-07,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AU,35,2026-12-14,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
