Market,Week,Week_Date,Units_A,Boxes_A,CBM_A,LCL_Boxes_A,LCL_Units_A,LCL_CBM_A,Units_B,Boxes_B,CBM_B,LCL_Boxes_B,LCL_Units_B,LCL_CBM_B,Units_F,Boxes_F,CBM_F,LCL_Boxes_F,LCL_Units_F,LCL_CBM_F,Total_Demand_CBM,n40,n20,LCL_CBM,Coverage_CBM,Slack_CBM,Cost_40,Cost_20,Cost_LCL,Cost,Units_C,Boxes_C,CBM_C,LCL_Boxes_C,LCL_Units_C,LCL_CBM_C,Units_D,Boxes_D,CBM_D,LCL_Boxes_D,LCL_Units_D,LCL_CBM_D,Units_E,Boxes_E,CBM_E,LCL_Boxes_E,LCL_Units_E,LCL_CBM_E
US,11,2026-06-29,12041.0,3011.0,30.11,0.0,0.0,0.0,3000.0,750.0,4.6875,0.0,0.0,0.0,4300.0,538.0,4.203125,0.0,0.0,0.0,39.000625,1,0,0.0,65.0,25.999375,5200.0,0.0,0.0,5200.0,,,,,,,,,,,,,,,,,,
US,12,2026-07-06,12040.0,3010.0,30.1,0.0,0.0,0.0,3000.0,750.0,4.6875,0.0,0.0,0.0,4700.0,588.0,4.59375,0.0,0.0,0.0,39.38125,1,0,0.0,65.0,25.61875,5200.0,0.0,0.0,5200.0,,,,,,,,,,,,,,,,,,
US,13,2026-07-13,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,750.0,4.6875,750.0,3000.0,4.6875,4746.0,594.0,4.640625,594.0,4752.0,4.640625,9.328125,0,0,9.328125,9.328125,0.0,0.0,0.0,1865.62,1865.62,,,,,,,,,,,,,,,,,,
US,14,2026-07-20,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,600.0,3.75,600.0,2400.0,3.75,4300.0,538.0,4.203125,538.0,4304.0,4.203125,7.953125,0,0,7.953125,7.953125,0.0,0.0,0.0,1590.62,1590.62,,,,,,,,,,,,,,,,,,
US,15,2026-07-27,27760.0,6940.0,69.4,440.0,1760.0,4.4,2400.0,600.0,3.75,600.0,2400.0,3.75,476.0,60.0,0.46875,60.0,480.0,0.46875,73.61875,1,0,8.61875,73.61875,0.0,5200.0,0.0,1723.75,6923.75,,,,,,,,,,,,,,,,,,
US,16,2026-08-03,26486.0,6622.0,66.22,122.0,488.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,163.0,1.273438,163.0,1304.0,1.273438,67.493437,1,0,2.493437,67.493437,0.0,5200.0,0.0,498.69,5698.69,,,,,,,,,,,,,,,,,,
US,17,2026-08-10,4248.0,1062.0,10.62,0.0,0.0,0.0,2400.0,600.0,3.75,0.0,0.0,0.0,1300.0,163.0,1.273438,0.0,0.0,0.0,15.643438,0,1,0.0,28.0,12.356562,0.0,3000.0,0.0,3000.0,,,,,,,,,,,,,,,,,,
US,18,2026-08-17,4248.0,1062.0,10.62,0.0,0.0,0.0,2400.0,600.0,3.75,0.0,0.0,0.0,1298.0,163.0,1.273438,0.0,0.0,0.0,15.643438,0,1,0.0,28.0,12.356562,0.0,3000.0,0.0,3000.0,,,,,,,,,,,,,,,,,,
US,19,2026-08-24,4249.0,1063.0,10.63,0.0,0.0,0.0,3750.0,938.0,5.8625,0.0,0.0,0.0,1506.0,189.0,1.476562,0.0,0.0,0.0,17.969062,0,1,0.0,28.0,10.030938,0.0,3000.0,0.0,3000.0,,,,,,,,,,,,,,,,,,
US,20,2026-08-31,4248.0,1062.0,10.62,0.0,0.0,0.0,3750.0,938.0,5.8625,0.0,0.0,0.0,1506.0,189.0,1.476562,0.0,0.0,0.0,17.959063,0,1,0.0,28.0,10.040937,0.0,3000.0,0.0,3000.0,,,,,,,,,,,,,,,,,,
US,21,2026-09-07,2391.0,598.0,5.98,598.0,2392.0,5.98,3750.0,938.0,5.8625,938.0,3752.0,5.8625,1506.0,189.0,1.476562,189.0,1512.0,1.476562,13.319063,0,0,13.319063,13.319063,0.0,0.0,0.0,2663.81,2663.81,,,,,,,,,,,,,,,,,,
US,22,2026-09-14,2392.0,598.0,5.98,598.0,2392.0,5.98,3750.0,938.0,5.8625,938.0,3752.0,5.8625,1506.0,189.0,1.476562,189.0,1512.0,1.476562,13.319063,0,0,13.319063,13.319063,0.0,0.0,0.0,2663.81,2663.81,,,,,,,,,,,,,,,,,,
US,23,2026-09-21,2391.0,598.0,5.98,598.0,2392.0,5.98,3000.0,750.0,4.6875,750.0,3000.0,4.6875,1446.0,181.0,1.414062,181.0,1448.0,1.414062,12.081563,0,0,12.081563,12.081563,0.0,0.0,0.0,2416.31,2416.31,,,,,,,,,,,,,,,,,,
US,24,2026-09-28,2392.0,598.0,5.98,598.0,2392.0,5.98,3000.0,750.0,4.6875,750.0,3000.0,4.6875,0.0,0.0,0.0,0.0,0.0,0.0,10.6675,0,0,10.6675,10.6675,0.0,0.0,0.0,2133.5,2133.5,,,,,,,,,,,,,,,,,,
US,25,2026-10-05,16017.0,4005.0,40.05,0.0,0.0,0.0,3000.0,750.0,4.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7375,1,0,0.0,65.0,20.2625,5200.0,0.0,0.0,5200.0,,,,,,,,,,,,,,,,,,
US,26,2026-10-12,16017.0,4005.0,40.05,0.0,0.0,0.0,3000.0,750.0,4.6875,0.0,0.0,0.0,1448.0,181.0,1.414062,0.0,0.0,0.0,46.151563,1,0,0.0,65.0,18.848437,5200.0,0.0,0.0,5200.0,,,,,,,,,,,,,,,,,,
US,27,2026-10-19,16016.0,4004.0,40.04,0.0,0.0,0.0,3000.0,750.0,4.6875,0.0,0.0,0.0,1448.0,181.0,1.414062,0.0,0.0,0.0,46.141562,1,0,0.0,65.0,18.858438,5200.0,0.0,0.0,5200.0,,,,,,,,,,,,,,,,,,
US,28,2026-10-26,16017.0,4005.0,40.05,0.0,0.0,0.0,6250.0,1563.0,9.76875,0.0,0.0,0.0,1448.0,181.0,1.414062,0.0,0.0,0.0,51.232813,1,0,0.0,65.0,13.767187,5200.0,0.0,0.0,5200.0,,,,,,,,,,,,,,,,,,
US,29,2026-11-02,4281.0,1071.0,10.71,0.0,0.0,0.0,6250.0,1563.0,9.76875,0.0,0.0,0.0,1754.0,220.0,1.71875,0.0,0.0,0.0,22.1975,0,1,0.0,28.0,5.8025,0.0,3000.0,0.0,3000.0,,,,,,,,,,,,,,,,,,
US,30,2026-11-09,4282.0,1071.0,10.71,0.0,0.0,0.0,6250.0,1563.0,9.76875,0.0,0.0,0.0,1756.0,220.0,1.71875,0.0,0.0,0.0,22.1975,0,1,0.0,28.0,5.8025,0.0,3000.0,0.0,3000.0,,,,,,,,,,,,,,,,,,
US,31,2026-11-16,4281.0,1071.0,10.71,0.0,0.0,0.0,6250.0,1563.0,9.76875,0.0,0.0,0.0,1756.0,220.0,1.71875,0.0,0.0,0.0,22.1975,0,1,0.0,28.0,5.8025,0.0,3000.0,0.0,3000.0,,,,,,,,,,,,,,,,,,
US,32,2026-11-23,4282.0,1071.0,10.71,0.0,0.0,0.0,6250.0,1563.0,9.76875,0.0,0.0,0.0,1756.0,220.0,1.71875,0.0,0.0,0.0,22.1975,0,1,0.0,28.0,5.8025,0.0,3000.0,0.0,3000.0,,,,,,,,,,,,,,,,,,
US,33,2026-11-30,4281.0,1071.0,10.71,0.0,0.0,0.0,6250.0,1563.0,9.76875,0.0,0.0,0.0,1928.0,241.0,1.882812,0.0,0.0,0.0,22.361563,0,1,0.0,28.0,5.638437,0.0,3000.0,0.0,3000.0,,,,,,,,,,,,,,,,,,
US,34,2026-12-07,8326.0,2082.0,20.82,0.0,0.0,0.0,6250.0,1563.0,9.76875,717.0,2868.0,4.48125,1930.0,242.0,1.890625,0.0,0.0,0.0,32.479375,0,1,4.48125,32.48125,0.001875,0.0,3000.0,896.25,3896.25,,,,,,,,,,,,,,,,,,
US,35,2026-12-14,8325.0,2082.0,20.82,33.0,132.0,0.33,6250.0,1563.0,9.76875,409.0,1636.0,2.55625,1928.0,241.0,1.882812,203.0,1624.0,1.585938,32.471563,0,1,4.472188,32.472188,0.000625,0.0,3000.0,894.44,3894.44,,,,,,,,,,,,,,,,,,
